Date,Open,High,Low,Close,Volume,Symbol
2016-01-01,347.15,353.8,346.5,352.05,452823.0,TITAN
2016-01-04,350.0,353.5,347.85,351.4,687951.0,TITAN
2016-01-05,351.9,355.0,345.8,347.7,1494306.0,TITAN
2016-01-06,347.7,350.9,343.2,347.85,1000140.0,TITAN
2016-01-07,346.7,347.7,336.55,344.05,1423390.0,TITAN
2016-01-08,347.7,350.5,338.2,348.0,1341603.0,TITAN
2016-01-11,345.0,350.0,343.65,345.05,705294.0,TITAN
2016-01-12,346.5,349.0,344.7,346.9,638269.0,TITAN
2016-01-13,349.5,351.25,345.0,349.95,735198.0,TITAN
2016-01-14,347.0,359.95,340.0,341.7,2007294.0,TITAN
2016-01-15,342.0,342.5,332.55,335.85,1570462.0,TITAN
2016-01-18,335.0,343.8,332.6,334.25,2640407.0,TITAN
2016-01-19,334.1,340.45,326.95,339.2,1222626.0,TITAN
2016-01-20,335.9,343.9,333.95,340.85,1530254.0,TITAN
2016-01-21,343.9,347.6,337.2,343.4,1015243.0,TITAN
2016-01-22,346.0,349.0,336.8,347.6,1027422.0,TITAN
2016-01-25,350.9,357.95,346.55,354.45,801820.0,TITAN
2016-01-27,357.85,357.85,345.0,349.65,866074.0,TITAN
2016-01-28,345.8,348.9,336.9,339.0,1060659.0,TITAN
2016-01-29,347.0,366.7,346.45,363.7,1807418.0,TITAN
2016-02-01,364.5,366.25,357.45,359.95,659748.0,TITAN
2016-02-02,359.9,362.8,350.7,352.0,757686.0,TITAN
2016-02-03,345.0,356.5,345.0,354.05,723244.0,TITAN
2016-02-04,356.05,372.9,356.05,362.0,1519516.0,TITAN
2016-02-05,363.65,372.0,361.1,369.55,1549307.0,TITAN
2016-02-08,366.1,376.0,365.0,371.6,1047610.0,TITAN
2016-02-09,367.5,375.6,365.5,366.85,808046.0,TITAN
2016-02-10,365.0,373.8,364.05,370.4,2059928.0,TITAN
2016-02-11,369.0,370.3,353.95,356.35,1069363.0,TITAN
2016-02-12,358.15,360.75,341.1,355.85,2187500.0,TITAN
2016-02-15,356.25,364.65,350.5,358.7,775675.0,TITAN
2016-02-16,362.95,363.4,346.5,347.55,1720575.0,TITAN
2016-02-17,346.3,346.35,323.05,326.85,2744020.0,TITAN
2016-02-18,328.1,335.5,320.15,333.65,1744811.0,TITAN
2016-02-19,333.0,340.8,331.0,334.7,807083.0,TITAN
2016-02-22,337.7,339.4,326.3,337.9,873701.0,TITAN
2016-02-23,338.0,338.0,326.5,329.45,828320.0,TITAN
2016-02-24,331.0,332.0,324.15,326.95,668565.0,TITAN
2016-02-25,328.1,330.75,322.7,323.75,1270824.0,TITAN
2016-02-26,328.55,337.0,324.95,330.15,881692.0,TITAN
2016-02-29,331.75,331.75,301.7,316.8,1857767.0,TITAN
2016-03-01,312.5,340.0,310.0,337.5,1388815.0,TITAN
2016-03-02,337.5,338.45,327.5,333.9,1520145.0,TITAN
2016-03-03,333.0,344.5,332.45,342.15,1501530.0,TITAN
2016-03-04,341.9,345.4,336.0,338.45,893896.0,TITAN
2016-03-08,338.0,344.0,336.2,341.55,2006420.0,TITAN
2016-03-09,341.55,341.55,337.2,339.85,914711.0,TITAN
2016-03-10,339.7,345.5,337.8,339.05,3429651.0,TITAN
2016-03-11,340.05,347.4,337.0,346.0,1425552.0,TITAN
2016-03-14,347.1,349.5,340.05,341.15,794134.0,TITAN
2016-03-15,342.7,345.0,340.25,343.8,963552.0,TITAN
2016-03-16,342.9,343.6,337.05,339.65,804723.0,TITAN
2016-03-17,343.5,343.9,337.7,339.5,1527064.0,TITAN
2016-03-18,340.1,344.5,336.05,337.8,2523802.0,TITAN
2016-03-21,341.0,344.45,337.25,342.1,1071707.0,TITAN
2016-03-22,341.6,361.0,341.6,358.6,1399074.0,TITAN
2016-03-23,358.6,358.9,351.5,352.7,472224.0,TITAN
2016-03-28,356.7,357.0,325.0,327.4,1417021.0,TITAN
2016-03-29,325.0,331.0,320.3,329.75,2005734.0,TITAN
2016-03-30,331.4,339.55,331.4,338.25,1455310.0,TITAN
2016-03-31,338.5,340.15,334.25,339.1,895578.0,TITAN
2016-04-01,339.0,343.0,335.4,339.45,517494.0,TITAN
2016-04-04,338.2,345.85,336.5,344.55,796436.0,TITAN
2016-04-05,343.9,348.0,341.3,345.6,829255.0,TITAN
2016-04-06,346.8,350.0,345.15,348.1,1075449.0,TITAN
2016-04-07,346.0,348.4,338.45,339.3,1433323.0,TITAN
2016-04-08,339.0,339.0,333.8,335.85,652937.0,TITAN
2016-04-11,336.9,347.9,336.85,344.55,676453.0,TITAN
2016-04-12,349.65,354.0,346.05,350.4,1549878.0,TITAN
2016-04-13,353.0,360.3,348.4,352.85,1722232.0,TITAN
2016-04-18,352.1,364.45,349.05,361.8,2020524.0,TITAN
2016-04-20,365.8,379.0,363.25,373.8,2840312.0,TITAN
2016-04-21,379.95,384.6,366.75,369.35,1769805.0,TITAN
2016-04-22,369.0,374.65,363.6,371.65,748456.0,TITAN
2016-04-25,374.9,375.0,369.25,373.6,751650.0,TITAN
2016-04-26,372.5,373.95,366.4,371.85,993569.0,TITAN
2016-04-27,371.7,377.0,367.3,371.5,648977.0,TITAN
2016-04-28,371.5,372.9,366.1,369.55,1902333.0,TITAN
2016-04-29,366.0,368.3,355.0,355.9,1099913.0,TITAN
2016-05-02,357.7,368.95,355.95,367.65,966084.0,TITAN
2016-05-03,367.1,369.0,357.4,360.1,963168.0,TITAN
