Date,Open,High,Low,Close,Volume,Symbol
2016-01-01,1320.0,1422.9,1313.5,1388.0,515710.0,CONCOR
2016-01-04,1393.5,1415.0,1334.35,1348.75,251952.0,CONCOR
2016-01-05,1355.3,1361.9,1300.1,1312.25,196219.0,CONCOR
2016-01-06,1316.0,1324.9,1285.0,1287.95,339418.0,CONCOR
2016-01-07,1285.95,1285.95,1257.5,1264.65,168317.0,CONCOR
2016-01-08,1276.0,1289.0,1245.0,1274.45,403552.0,CONCOR
2016-01-11,1271.0,1295.0,1252.9,1281.25,136861.0,CONCOR
2016-01-12,1297.95,1304.0,1250.0,1257.6,147036.0,CONCOR
2016-01-13,1269.5,1271.0,1212.0,1234.15,136732.0,CONCOR
2016-01-14,1229.0,1230.0,1203.8,1224.05,51259.0,CONCOR
2016-01-15,1237.9,1246.0,1212.15,1224.8,122047.0,CONCOR
2016-01-18,1215.0,1217.0,1152.0,1155.05,279106.0,CONCOR
2016-01-19,1157.0,1189.0,1125.0,1181.2,140866.0,CONCOR
2016-01-20,1168.0,1230.0,1141.95,1212.5,235497.0,CONCOR
2016-01-21,1219.95,1240.0,1190.0,1206.85,172457.0,CONCOR
2016-01-22,1219.95,1224.6,1196.5,1200.0,161253.0,CONCOR
2016-01-25,1209.9,1229.85,1201.8,1210.6,109063.0,CONCOR
2016-01-27,1180.6,1225.35,1167.4,1210.85,400170.0,CONCOR
2016-01-28,1211.0,1237.95,1183.8,1202.45,364058.0,CONCOR
2016-01-29,1199.95,1212.4,1181.65,1186.85,224975.0,CONCOR
2016-02-01,1190.0,1209.5,1170.0,1194.5,141377.0,CONCOR
2016-02-02,1185.15,1195.0,1152.0,1164.0,139660.0,CONCOR
2016-02-03,1159.9,1159.9,1090.0,1104.9,358498.0,CONCOR
2016-02-04,1111.95,1128.1,1107.1,1110.25,262460.0,CONCOR
2016-02-05,1110.0,1137.95,1110.0,1127.45,395026.0,CONCOR
2016-02-08,1127.0,1151.45,1117.0,1148.6,118375.0,CONCOR
2016-02-09,1147.0,1151.2,1085.0,1138.5,69489.0,CONCOR
2016-02-10,1121.0,1133.95,1100.0,1102.9,279405.0,CONCOR
2016-02-11,1100.0,1113.0,1080.0,1095.25,420066.0,CONCOR
2016-02-12,1102.0,1115.85,1051.0,1080.6,233222.0,CONCOR
2016-02-15,1089.0,1165.0,1084.6,1154.15,71780.0,CONCOR
2016-02-16,1195.0,1195.0,1140.95,1156.55,104913.0,CONCOR
2016-02-17,1158.0,1189.8,1127.5,1177.7,74482.0,CONCOR
2016-02-18,1182.0,1193.1,1135.2,1139.0,127194.0,CONCOR
2016-02-19,1139.0,1139.0,1104.0,1119.7,126868.0,CONCOR
2016-02-22,1125.0,1181.25,1115.0,1159.4,159937.0,CONCOR
2016-02-23,1162.0,1169.0,1127.0,1135.1,230963.0,CONCOR
2016-02-24,1133.9,1142.9,1105.5,1133.35,101795.0,CONCOR
2016-02-25,1149.0,1171.85,1122.5,1164.0,795027.0,CONCOR
2016-02-26,1173.0,1185.95,1152.25,1170.3,293560.0,CONCOR
2016-02-29,1163.0,1170.65,1144.3,1158.4,223991.0,CONCOR
2016-03-01,1179.0,1194.0,1161.6,1186.3,231643.0,CONCOR
2016-03-02,1221.0,1243.45,1192.15,1212.45,752584.0,CONCOR
2016-03-03,1225.5,1225.5,1186.35,1192.0,225974.0,CONCOR
2016-03-04,1190.1,1255.1,1182.45,1236.85,160273.0,CONCOR
2016-03-08,1230.0,1265.0,1199.9,1226.5,77326.0,CONCOR
2016-03-09,1203.5,1209.0,1185.25,1195.0,504342.0,CONCOR
2016-03-10,1189.0,1196.0,1158.35,1163.4,420310.0,CONCOR
2016-03-11,1168.0,1179.0,1144.2,1147.55,1736511.0,CONCOR
2016-03-14,1143.8,1164.0,1141.15,1157.35,341730.0,CONCOR
2016-03-15,1164.0,1164.0,1142.65,1149.1,280062.0,CONCOR
2016-03-16,1147.65,1157.95,1145.0,1154.1,157594.0,CONCOR
2016-03-17,1157.8,1173.95,1154.0,1170.0,238158.0,CONCOR
2016-03-18,1174.0,1174.0,1136.45,1147.85,443824.0,CONCOR
2016-03-21,1153.0,1204.9,1152.3,1199.5,304728.0,CONCOR
2016-03-22,1199.0,1220.0,1184.0,1214.05,145311.0,CONCOR
2016-03-23,1214.95,1226.9,1202.6,1221.25,120198.0,CONCOR
2016-03-28,1221.0,1236.9,1218.5,1226.45,108082.0,CONCOR
